animal_id_outcome,outcome_type
A667665,Rto-Adopt
A667666,Transfer
A667667,Transfer
A667668,Missing
A667669,Adoption
A667689,Transfer
A667690,Rto-Adopt
A667695,Adoption
A667704,Adoption
A667705,Adoption
A667706,Transfer
A667709,Transfer
A667713,Adoption
A667714,Rto-Adopt
A667718,Died
A667719,Adoption
A667720,Adoption
A667721,Transfer
A667723,Transfer
A667724,Transfer
A667725,Euthanasia
A667726,Missing
A667732,Return to Owner
A667748,Adoption
A667750,Return to Owner
A667753,Rto-Adopt
A667754,Rto-Adopt
A667754,Relocate
A667755,Euthanasia
A667756,Transfer
A667765,Return to Owner
A667766,Transfer
A667769,Died
A667770,Adoption
A667771,Euthanasia
A667776,Return to Owner
A667777,Relocate
A667777,Adoption
A667779,Adoption
A667787,Transfer
A667788,Return to Owner
A667789,Return to Owner
A667792,Transfer
A667793,Died
A667794,Transfer
A667795,Adoption
A667797,Died
A667798,Transfer
A667799,Return to Owner
A667800,Euthanasia
A667802,Return to Owner
A667803,Transfer
A667803,Adoption
A667804,Adoption
A667804,Adoption
A667809,Died
A667811,Missing
A667812,Adoption
A667812,Missing
A667813,Adoption
A667814,Return to Owner
A667815,Transfer
A667816,Died
A667817,Rto-Adopt
A667820,Adoption
A667822,Adoption
A667823,Adoption
A667825,Missing
A667826,Transfer
A667827,Died
A667828,Transfer
A667830,Died
A667831,Transfer
A667834,Transfer
A667834,Adoption
A667834,Died
A667835,Adoption
A667836,Euthanasia
A667837,Return to Owner
A667837,Return to Owner
A667842,Return to Owner
A667843,Return to Owner
A667844,Adoption
A667845,Transfer
A667846,Transfer
A667847,Rto-Adopt
A667848,Died
A667849,Adoption
A667850,Adoption
A667851,Adoption
A667852,Adoption
A667853,Died
A667854,Adoption
A667858,Rto-Adopt
A667859,Transfer
A667861,Relocate
A667863,Adoption
A667866,Missing
A667867,Missing
A667870,Transfer
A667873,Return to Owner
A667873,Return to Owner
A667874,Transfer
A667876,Return to Owner
A667876,Transfer
A667878,Rto-Adopt
A667879,Return to Owner
A667881,Relocate
A667882,Rto-Adopt
A667882,Return to Owner
A667883,Euthanasia
A667884,Missing
A667887,Return to Owner
A667888,Transfer
A667889,Adoption
A667890,Missing
A667891,Transfer
A667892,Return to Owner
A667894,Died
A667894,Return to Owner
A667894,Return to Owner
A667894,Return to Owner
A667894,Return to Owner
A667894,Return to Owner
A667897,Return to Owner
A667898,Missing
A667901,Transfer
A667902,Rto-Adopt
A667903,Adoption
A667903,Relocate
A667907,Euthanasia
A667908,Transfer
A667909,Adoption
A667910,Return to Owner
A667914,Missing
A667915,Adoption
A667916,Transfer
A667917,Adoption
A667919,Transfer
A667920,Return to Owner
A667920,Transfer
A667921,Adoption
A667922,Died
A667923,Transfer
A667924,Died
A667926,Relocate
A667927,Adoption
A667927,Rto-Adopt
A667928,Adoption
A667929,Rto-Adopt
A667930,Relocate
A667933,Rto-Adopt
A667934,Return to Owner
A667934,Transfer
A667935,Transfer
A667936,Adoption
A667937,Euthanasia
A667938,Transfer
A667939,Died
A667940,Transfer
A667941,Transfer
A667942,Missing
A667943,Adoption
A667944,Transfer
A667945,Transfer
A667948,Missing
A667948,Adoption
A667948,Return to Owner
A667948,Rto-Adopt
A667949,Died
A667950,Missing
A667951,Relocate
A667952,Missing
A667953,Return to Owner
A667954,Transfer
A667955,Adoption
A667956,Adoption
A667957,Adoption
A667958,Transfer
A667959,Return to Owner
A667960,Missing
A667962,Transfer
A667963,Adoption
A667964,Died
A667965,Transfer
A667967,Transfer
A667968,Rto-Adopt
A667969,Died
A667970,Adoption
A667976,Euthanasia
A667977,Disposal
A667983,Rto-Adopt
A667984,Transfer
A667985,Rto-Adopt
A667990,Adoption
A667995,Transfer
A667996,Transfer
A667997,Adoption
A667998,Adoption
A667999,Adoption
A668000,Transfer
A668001,Euthanasia
A668002,Euthanasia
A668003,Adoption
A668004,Transfer
A668005,Relocate
A668006,Died
A668007,Transfer
A668009,Transfer
A668012,Rto-Adopt
A668013,Missing
A668014,Died
A668015,Return to Owner
A668017,Transfer
A668019,Transfer
A668021,Transfer
A668022,Transfer
A668030,Transfer
A668031,Adoption
A668037,Euthanasia
A668042,Return to Owner
A668045,Adoption
A668048,Missing
A668049,Euthanasia
A668051,Adoption
A668051,Rto-Adopt
A668055,Transfer
A668056,Transfer
A668058,Adoption
A668062,Euthanasia
A668064,Adoption
A668065,Transfer
A668066,Return to Owner
A668070,Euthanasia
A668077,Adoption
A668078,Adoption
A668078,Adoption
A668079,Euthanasia
A668079,Return to Owner
A668079,Return to Owner
A668079,Return to Owner
A668080,Euthanasia
A668083,Rto-Adopt
A668084,Return to Owner
A668085,Relocate
A668086,Transfer
A668087,Transfer
A668088,Adoption
A668093,Adoption
A668094,Relocate
A668096,Transfer
A668098,Transfer
A668100,Return to Owner
A668100,Return to Owner
A668102,Adoption
A668103,Return to Owner
A668103,Return to Owner
A668103,Adoption
A668105,Euthanasia
A668106,Euthanasia
A668107,Transfer
A668108,Missing
A668113,Euthanasia
A668122,Adoption
A668123,Adoption
A668123,Adoption
A668124,Transfer
A668125,Adoption
A668127,Relocate
A668128,Adoption
A668131,Adoption
A668132,Adoption
A668133,Adoption
A668134,Adoption
A668135,Adoption
A668136,Rto-Adopt
A668137,Adoption
A668138,Adoption
A668139,Adoption
A668141,Return to Owner
A668142,Return to Owner
A668142,Died
A668148,Return to Owner
A668149,Return to Owner
A668150,Return to Owner
A668151,Return to Owner
A668152,Return to Owner
A668153,Return to Owner
A668154,Disposal
A668158,Transfer
A668159,Transfer
A668160,Missing
A668161,Missing
A668162,Euthanasia
A668163,Euthanasia
A668165,Died
A668166,Euthanasia
A668169,Rto-Adopt
A668171,Transfer
A668172,Adoption
A668173,Transfer
A668174,Adoption
A668175,Return to Owner
A668177,Relocate
A668177,Died
A668178,Adoption
A668179,Euthanasia
A668180,Euthanasia
A668183,Transfer
A668183,Return to Owner
A668183,Return to Owner
A668183,Return to Owner
A668183,Return to Owner
A668184,Transfer
A668184,Return to Owner
A668184,Return to Owner
A668184,Return to Owner
A668185,Return to Owner
A668185,Return to Owner
A668187,Return to Owner
A668188,Adoption
A668189,Transfer
A668189,Adoption
A668190,Transfer
A668191,Adoption
A668192,Adoption
A668193,Return to Owner
A668194,Adoption
A668195,Died
A668196,Euthanasia
A668197,Return to Owner
A668198,Adoption
A668199,Missing
A668199,Adoption
A668200,Return to Owner
A668200,Adoption
A668200,Adoption
A668201,Transfer
A668202,Adoption
A668204,Adoption
A668206,Rto-Adopt
A668209,Rto-Adopt
A668210,Euthanasia
A668210,Return to Owner
A668213,Transfer
A668214,Adoption
A668215,Adoption
A668216,Rto-Adopt
A668217,Adoption
A668218,Adoption
A668219,Rto-Adopt
A668220,Return to Owner
A668221,Missing
A668222,Adoption
A668223,Return to Owner
A668224,Adoption
A668224,Return to Owner
A668224,Adoption
A668225,Euthanasia
A668226,Rto-Adopt
A668229,Adoption
A668230,Transfer
A668230,Rto-Adopt
A668231,Transfer
A668232,Transfer
A668233,Died
A668234,Adoption
A668238,Relocate
A668239,Adoption
A668240,Adoption
A668241,Transfer
A668245,Adoption
A668246,Transfer
A668251,Missing
A668252,Euthanasia
A668253,Died
A668254,Return to Owner
A668255,Return to Owner
A668259,Transfer
A668260,Rto-Adopt
A668263,Died
A668265,Euthanasia
A668266,Euthanasia
A668269,Return to Owner
A668270,Adoption
A668271,Adoption
A668272,Relocate
A668273,Transfer
A668274,Adoption
A668275,Adoption
A668276,Adoption
A668278,Euthanasia
A668279,Euthanasia
A668280,Transfer
A668281,Euthanasia
A668282,Missing
A668283,Return to Owner
A668286,Transfer
A668289,Transfer
A668290,Transfer
A668291,Transfer
A668293,Return to Owner
A668295,Died
A668296,Euthanasia
A668297,Adoption
A668298,Missing
A668299,Return to Owner
A668300,Euthanasia
A668301,Return to Owner
A668304,Adoption
A668305,Transfer
A668306,Rto-Adopt
A668306,Adoption
A668307,Adoption
A668309,Euthanasia
A668311,Adoption
A668312,Adoption
A668314,Died
A668314,Adoption
A668315,Rto-Adopt
A668316,Adoption
A668317,Transfer
A668318,Transfer
A668319,Adoption
A668321,Missing
A668322,Transfer
A668323,Transfer
A668324,Adoption
A668325,Rto-Adopt
A668326,Missing
A668327,Adoption
A668328,Adoption
A668330,Adoption
A668331,Adoption
A668333,Adoption
A668335,Adoption
A668336,Transfer
A668337,Euthanasia
A668339,Return to Owner
A668340,Adoption
A668341,Missing
A668342,Transfer
A668343,Transfer
A668344,Adoption
A668345,Transfer
A668347,Transfer
A668348,Transfer
A668349,Transfer
A668350,Died
A668351,Adoption
A668351,Rto-Adopt
A668352,Adoption
A668353,Adoption
A668355,Adoption
A668356,Euthanasia
A668357,Adoption
A668358,Relocate
A668361,Adoption
A668362,Return to Owner
A668363,Return to Owner
A668364,Rto-Adopt
A668365,Adoption
A668367,Euthanasia
A668370,Return to Owner
A668370,Return to Owner
A668371,Transfer
A668372,Adoption
A668373,Adoption
A668374,Rto-Adopt
A668375,Transfer
A668381,Rto-Adopt
A668384,Relocate
A668386,Relocate
A668387,Relocate
A668388,Transfer
A668389,Transfer
A668390,Return to Owner
A668392,Missing
A668393,Rto-Adopt
A668394,Rto-Adopt
A668396,Euthanasia
A668398,Relocate
A668400,Relocate
A668401,Adoption
A668402,Transfer
A668405,Return to Owner
A668406,Transfer
A668408,Transfer
A668410,Euthanasia
A668412,Euthanasia
A668413,Euthanasia
A668416,Rto-Adopt
A668417,Transfer
A668419,Euthanasia
A668421,Euthanasia
A668422,Transfer
A668423,Transfer
A668425,Adoption
A668426,Transfer
A668427,Transfer
A668433,Euthanasia
A668438,Euthanasia
A668439,Euthanasia
A668440,Euthanasia
A668441,Euthanasia
A668442,Adoption
A668443,Transfer
A668448,Euthanasia
A668449,Return to Owner
A668452,Transfer
A668453,Adoption
A668455,Adoption
A668457,Return to Owner
A668463,Transfer
A668465,Return to Owner
A668471,Transfer
A668471,Transfer
A668472,Transfer
A668474,Transfer
A668476,Return to Owner
A668477,Transfer
A668478,Transfer
A668479,Relocate
A668480,Transfer
A668481,Transfer
A668484,Transfer
A668486,Adoption
A668487,Return to Owner
A668488,Transfer
A668489,Transfer
A668490,Transfer
A668491,Transfer
A668492,Return to Owner
A668493,Euthanasia
A668494,Relocate
A668495,Euthanasia
A668497,Euthanasia
A668499,Relocate
A668500,Transfer
A668501,Relocate
A668503,Transfer
A668505,Adoption
A668505,Adoption
A668506,Return to Owner
A668506,Return to Owner
A668507,Transfer
A668508,Transfer
A668509,Relocate
A668511,Transfer
A668513,Adoption
A668514,Euthanasia
A668515,Rto-Adopt
A668516,Adoption
A668517,Adoption
A668519,Transfer
A668521,Return to Owner
A668522,Return to Owner
A668523,Adoption
A668523,Return to Owner
A668524,Adoption
A668525,Died
A668526,Adoption
A668527,Relocate
A668528,Adoption
A668530,Euthanasia
A668531,Transfer
A668532,Transfer
A668533,Transfer
A668534,Relocate
A668535,Adoption
A668536,Transfer
A668537,Transfer
A668538,Adoption
A668539,Transfer
A668540,Transfer
A668541,Relocate
A668542,Transfer
A668543,Transfer
A668544,Missing
A668545,Died
A668546,Relocate
A668547,Transfer
A668548,Adoption
A668549,Transfer
A668550,Transfer
A668551,Transfer
A668552,Rto-Adopt
A668553,Adoption
A668557,Missing
A668560,Adoption
A668561,Died
A668562,Adoption
A668563,Adoption
A668564,Adoption
A668565,Adoption
A668566,Rto-Adopt
A668567,Adoption
A668569,Adoption
A668571,Transfer
A668573,Transfer
A668574,Rto-Adopt
A668575,Euthanasia
A668579,Transfer
A668580,Died
A668581,Adoption
A668582,Return to Owner
A668585,Return to Owner
A668586,Euthanasia
A668588,Adoption
A668591,Transfer
A668592,Rto-Adopt
A668593,Transfer
A668594,Transfer
A668595,Return to Owner
A668596,Return to Owner
A668597,Rto-Adopt
A668598,Return to Owner
A668598,Return to Owner
A668598,Transfer
A668599,Transfer
A668600,Return to Owner
A668601,Relocate
A668602,Transfer
A668605,Euthanasia
A668607,Transfer
A668607,Adoption
A668608,Euthanasia
A668610,Transfer
A668611,Return to Owner
A668611,Return to Owner
A668612,Disposal
A668613,Disposal
A668614,Transfer
A668615,Died
A668623,Transfer
A668624,Rto-Adopt
A668624,Missing
A668626,Euthanasia
A668627,Transfer
A668629,Died
A668631,Euthanasia
A668632,Euthanasia
A668633,Adoption
A668634,Adoption
A668634,Relocate
A668634,Adoption
A668635,Adoption
A668636,Adoption
A668636,Adoption
A668637,Transfer
A668644,Died
A668646,Adoption
A668647,Adoption
A668648,Return to Owner
A668650,Adoption
A668651,Return to Owner
A668652,Adoption
A668653,Rto-Adopt
A668654,Return to Owner
A668654,Transfer
A668656,Adoption
A668657,Adoption
A668658,Adoption
A668659,Adoption
A668660,Rto-Adopt
A668661,Return to Owner
A668662,Adoption
A668663,Adoption
A668663,Adoption
A668664,Missing
A668665,Adoption
A668668,Transfer
A668670,Euthanasia
A668671,Transfer
A668674,Euthanasia
A668675,Euthanasia
A668677,Died
A668679,Relocate
A668680,Return to Owner
A668681,Rto-Adopt
A668683,Adoption
A668684,Adoption
A668685,Adoption
A668686,Missing
A668687,Transfer
A668687,Died
A668688,Transfer
A668689,Adoption
A668690,Return to Owner
A668691,Return to Owner
A668692,Adoption
A668694,Adoption
A668695,Transfer
A668696,Transfer
A668697,Return to Owner
A668699,Return to Owner
A668701,Adoption
A668702,Adoption
A668703,Transfer
A668704,Adoption
A668705,Adoption
A668706,Transfer
A668707,Transfer
A668708,Adoption
A668709,Transfer
A668710,Transfer
A668711,Missing
A668712,Transfer
A668713,Transfer
A668714,Relocate
A668715,Adoption
A668716,Return to Owner
A668717,Rto-Adopt
A668719,Adoption
A668720,Rto-Adopt
A668721,Transfer
A668725,Rto-Adopt
A668726,Euthanasia
A668727,Adoption
A668727,Return to Owner
A668728,Transfer
A668729,Adoption
A668730,Adoption
A668732,Adoption
A668733,Return to Owner
A668734,Transfer
A668735,Died
A668736,Transfer
A668737,Adoption
A668737,Adoption
A668738,Missing
A668738,Adoption
A668739,Adoption
A668740,Missing
A668741,Adoption
A668742,Adoption
A668743,Adoption
A668745,Died
A668746,Adoption
A668747,Adoption
A668748,Transfer
A668749,Rto-Adopt
A668750,Return to Owner
A668752,Rto-Adopt
A668753,Relocate
A668754,Transfer
A668755,Return to Owner
A668756,Rto-Adopt
A668758,Euthanasia
A668759,Return to Owner
A668765,Adoption
A668766,Adoption
A668767,Return to Owner
A668770,Adoption
A668771,Adoption
A668772,Adoption
A668773,Missing
A668774,Return to Owner
A668775,Adoption
A668776,Adoption
A668777,Transfer
A668778,Transfer
A668779,Transfer
A668781,Return to Owner
A668782,Transfer
A668783,Euthanasia
A668784,Transfer
A668785,Return to Owner
A668786,Adoption
A668787,Adoption
A668788,Transfer
A668789,Adoption
A668790,Adoption
A668790,Rto-Adopt
A668791,Died
A668796,Relocate
A668797,Adoption
A668798,Return to Owner
A668799,Died
A668800,Rto-Adopt
A668801,Adoption
A668801,Rto-Adopt
A668802,Euthanasia
A668803,Relocate
A668806,Return to Owner
A668807,Euthanasia
A668808,Rto-Adopt
A668809,Adoption
A668814,Transfer
A668815,Euthanasia
A668816,Rto-Adopt
A668816,Adoption
A668817,Adoption
A668819,Transfer
A668822,Euthanasia
A668824,Transfer
A668827,Transfer
A668829,Return to Owner
A668834,Rto-Adopt
A668834,Adoption
A668841,Adoption
A668844,Rto-Adopt
A668845,Relocate
A668846,Return to Owner
A668847,Adoption
A668849,Return to Owner
A668861,Return to Owner
A668863,Adoption
A668864,Adoption
A668866,Relocate
A668869,Return to Owner
A668873,Return to Owner
A668875,Transfer
A668876,Return to Owner
A668877,Transfer
A668877,Adoption
A668879,Missing
A668880,Transfer
A668881,Return to Owner
A668882,Adoption
A668882,Adoption
A668882,Adoption
A668890,Transfer
A668893,Euthanasia
A668894,Return to Owner
A668895,Return to Owner
A668896,Return to Owner
A668897,Return to Owner
A668898,Return to Owner
A668901,Transfer
A668904,Return to Owner
A668905,Relocate
A668906,Missing
A668907,Adoption
A668908,Return to Owner
A668909,Adoption
A668911,Died
A668912,Euthanasia
A668919,Transfer
A668919,Return to Owner
A668921,Transfer
A668922,Return to Owner
A668923,Relocate
A668924,Adoption
A668925,Rto-Adopt
A668933,Return to Owner
A668937,Rto-Adopt
A668942,Return to Owner
A668944,Transfer
A668945,Missing
A668946,Adoption
A668947,Transfer
A668948,Transfer
A668949,Transfer
A668952,Adoption
A668954,Euthanasia
A668957,Transfer
A668960,Adoption
A668961,Adoption
A668962,Euthanasia
A668963,Euthanasia
A668964,Died
A668970,Relocate
A668971,Transfer
A668972,Euthanasia
A668974,Return to Owner
A668976,Return to Owner
A668980,Relocate
A668981,Euthanasia
A668988,Return to Owner
A668994,Euthanasia
A668995,Transfer
A668996,Transfer
A669000,Adoption
A669002,Relocate
A669003,Transfer
A669005,Relocate
A669006,Transfer
A669007,Died
A669008,Return to Owner
A669009,Transfer
A669010,Transfer
A669011,Transfer
A669012,Rto-Adopt
A669013,Rto-Adopt
A669014,Died
A669017,Transfer
A669017,Died
A669018,Euthanasia
A669019,Euthanasia
A669020,Adoption
A669021,Return to Owner
A669041,Return to Owner
A669042,Transfer
A669043,Rto-Adopt
A669044,Transfer
A669045,Transfer
A669046,Return to Owner
A669052,Return to Owner
A669053,Transfer
A669054,Transfer
A669055,Adoption
A669058,Adoption
A669060,Transfer
A669063,Return to Owner
A669064,Adoption
A669065,Adoption
A669066,Euthanasia
A669067,Died
A669067,Adoption
A669068,Adoption
A669070,Missing
A669072,Euthanasia
A669074,Adoption
A669075,Adoption
A669075,Relocate
A669076,Adoption
A669077,Transfer
A669078,Missing
A669079,Missing
A669080,Return to Owner
A669080,Return to Owner
A669082,Adoption
A669084,Return to Owner
A669086,Euthanasia
A669090,Return to Owner
A669091,Return to Owner
A669095,Transfer
A669096,Return to Owner
A669096,Return to Owner
A669097,Rto-Adopt
A669098,Adoption
A669098,Missing
A669099,Transfer
A669100,Adoption
A669101,Transfer
A669102,Adoption
A669103,Died
A669103,Return to Owner
A669104,Rto-Adopt
A669105,Euthanasia
A669106,Died
A669108,Died
A669110,Return to Owner
A669111,Adoption
A669112,Adoption
A669113,Transfer
A669114,Rto-Adopt
A669114,Transfer
A669115,Transfer
A669115,Transfer
A669116,Died
A669117,Euthanasia
A669118,Euthanasia
A669119,Return to Owner
A669120,Return to Owner
A669122,Return to Owner
A669123,Adoption
A669124,Transfer
A669125,Adoption
A669126,Transfer
A669127,Rto-Adopt
A669128,Transfer
A669130,Euthanasia
A669131,Adoption
A669132,Return to Owner
A669133,Euthanasia
A669133,Return to Owner
A669134,Euthanasia
A669135,Transfer
A669136,Adoption
A669137,Missing
A669137,Adoption
A669138,Transfer
A669139,Transfer
A669140,Relocate
A669141,Transfer
A669142,Transfer
A669143,Adoption
A669144,Transfer
A669145,Adoption
A669146,Adoption
A669146,Adoption
A669147,Return to Owner
A669148,Rto-Adopt
A669149,Return to Owner
A669150,Return to Owner
A669151,Transfer
A669152,Died
A669153,Died
A669153,Died
A669154,Return to Owner
A669158,Euthanasia
A669159,Adoption
A669160,Adoption
A669162,Return to Owner
A669162,Transfer
A669163,Transfer
A669164,Adoption
A669165,Transfer
A669166,Adoption
A669166,Adoption
A669167,Euthanasia
A669168,Adoption
A669169,Transfer
A669170,Rto-Adopt
A669171,Euthanasia
A669173,Missing
A669174,Adoption
A669175,Euthanasia
A669176,Missing
A669177,Adoption
A669178,Adoption
A669179,Transfer
A669180,Adoption
A669181,Relocate
